liga,k,Silhouette,Calinski-Harabasz,Davies-Bouldin,Best_Silhouette,Best_CH,Best_DBI
GLOBAL,2,0.10982264554327383,16.90840261332476,2.436293355511209,False,True,False
GLOBAL,3,0.12633728626383325,16.02407903017481,2.1083916589906946,True,False,False
GLOBAL,4,0.1094383409681559,14.789344551595361,2.0997010141985344,False,False,False
GLOBAL,5,0.0805244595420929,12.85651564999735,2.2037216988645882,False,False,False
GLOBAL,6,0.0698950870348922,11.661183320016217,2.3035577203097453,False,False,False
GLOBAL,7,0.08014983751428188,10.894643655437132,2.2233112129117996,False,False,False
GLOBAL,8,0.08200868469443538,10.319549864764097,2.010129800401539,False,False,True
Premier League,2,0.15482409595708885,4.36350249084625,1.4802109851331968,True,True,False
Premier League,3,0.11884251463481585,4.215144586273837,1.5309175643969393,False,False,False
Premier League,4,0.10880055165734107,3.738040767078389,1.7851112790339236,False,False,False
Premier League,5,0.10269127943217864,3.39452759015193,1.699052802838479,False,False,False
Premier League,6,0.09927533782882772,3.0676344521316388,1.5572248204020616,False,False,False
Premier League,7,0.09260931314676535,2.8262194621408803,1.4682913708559748,False,False,False
Premier League,8,0.07395741917571669,2.6724199289277335,1.360617973507496,False,False,True
Serie A,2,0.1921117975747073,6.469683735034929,1.651723270237424,True,True,False
Serie A,3,0.16057772515949437,4.386080039643312,1.5495200517331458,False,False,False
Serie A,4,0.09277212465463414,3.566487313637602,1.7096260595399768,False,False,False
Serie A,5,0.057974414825202734,3.170756213779394,1.7832634680685486,False,False,False
Serie A,6,0.062389877229477954,2.915222282389149,1.4983481718023004,False,False,False
Serie A,7,0.06366329098225294,2.771499776792599,1.2565539932492586,False,False,True
Serie A,8,0.06587098598942823,2.686955191389174,1.2960876919780233,False,False,False
Ligue 1,2,0.1723940298991805,5.447017505050672,1.7005044039161457,True,True,False
Ligue 1,3,0.1188754382558947,3.8404707226661183,1.6856363248172126,False,False,False
Ligue 1,4,0.09011720590059093,3.2698600835676364,1.7928813030456803,False,False,False
Ligue 1,5,0.09090251241453277,2.9463635330842384,1.515446605276464,False,False,False
Ligue 1,6,0.07257767631502611,2.664799066122059,1.235346880644093,False,False,False
Ligue 1,7,0.05864585104254901,2.4838267275096024,1.1467483922482669,False,False,True
Ligue 1,8,0.05342940648788325,2.3729656689398007,1.1752356656823912,False,False,False
Bundesliga,2,0.26372375448254987,6.739776782599212,1.2655185170202528,True,True,False
Bundesliga,3,0.1743363413485649,4.52185072398138,1.0796966059363984,False,False,True
Bundesliga,4,0.07938791072784451,3.906615429595909,1.669890769575535,False,False,False
Bundesliga,5,0.07535666597108776,3.5439905378255685,1.4164483850241094,False,False,False
Bundesliga,6,0.07431958517549848,3.251243203032913,1.2920890622923806,False,False,False
Bundesliga,7,0.07329735528587805,3.087944560320857,1.2434469470299825,False,False,False
Bundesliga,8,0.0637399002199402,2.940447350780258,1.1168198158958869,False,False,False
La Liga,2,0.2835668613908492,4.554408137551737,1.0714873586100513,True,True,True
La Liga,3,0.1285751810434293,4.072796660193536,1.5571129133582826,False,False,False
La Liga,4,0.14013527145603255,3.8577175779830974,1.459781906161842,False,False,False
La Liga,5,0.08030138739392942,3.5479688593914833,1.732654505112483,False,False,False
La Liga,6,0.06952269199736158,3.232468221012522,1.4242673532484336,False,False,False
La Liga,7,0.06938923437848146,3.0431785596488243,1.2792753748427887,False,False,False
La Liga,8,0.0708925909796748,2.937437689858313,1.2149106064353903,False,False,False
Femenino,2,0.44745605714335424,10.034022576161588,0.7645812442260208,True,True,True
Femenino,3,0.146321836859097,7.348850030391998,1.4952709216453848,False,False,False
Femenino,4,0.12680624279879,5.934561831862691,1.1187684260882542,False,False,False
Femenino,5,0.08532067420854894,5.12534473136981,1.18275230319906,False,False,False
Femenino,6,0.08576324306588823,4.659570483522586,1.1455012329996395,False,False,False
Femenino,7,0.09004549521935777,4.34201278423371,1.1299286742675798,False,False,False
Femenino,8,0.08915220382201397,4.134113107413708,0.9948851086701336,False,False,False
